protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm,proto_norm,slug
Mendi Finance,MENDI,Lending,['Linea'],5804620.401859673,[],,,,['api'],0,0,,0,mendi finance,mendi-finance
Mensa Protocol,MSA,Lending,['Fantom'],0.0,[],,,,['api'],0,0,,0,mensa protocol,mensa-protocol
Mento,MENTO,Algo-Stables,['Multi-Chain'],45629125.47875216,[],,,,['api'],0,0,,0,mento,mento
Meow Miner,-,Ponzi,['Avalanche'],0.2442274501707033,[],,,,['api'],0,0,,0,meow miner,meow-miner
Meow Protocol,-,Lending,['Multi-Chain'],37.83557603897549,[],,,,['api'],0,0,,0,meow protocol,meow-protocol
MeowSwapFi,MEOW,Dexs,['Cardano'],0.0,[],,,,['api'],0,0,,0,meowswapfi,meowswapfi
Meowl,MEOWL,Services,['Ethereum'],0.0,[],,,,['api'],0,0,,0,meowl,meowl
Meowswap,MEOW,Yield,['Binance'],2378.814206398442,[],,,,['api'],0,0,,0,meowswap,meowswap
Mercatus,KDX,Dexs,['Kadena'],43449.41100102648,[],,,,['api'],0,0,,0,mercatus,mercatus
Merchant Finance,,Lending,['Multi-Chain'],5.04e-06,[],,,,['api'],0,0,,0,merchant finance,merchant-finance
Merchant Moe DEX,MOE,Dexs,['Mantle'],1665461.6083933208,[],,,,['api'],0,0,,0,merchant moe dex,merchant-moe-dex
Merchant Moe Liquidity Book,MOE,Dexs,['Mantle'],70801399.03902097,[],,,,['api'],0,0,,0,merchant moe liquidity book,merchant-moe-liquidity-book
Mercurity,MEE,Dexs,['Ethereum'],17660.928700446093,[],,,,['api'],0,0,,0,mercurity,mercurity
Meridian AMM,-,Dexs,['Movement'],18029482.4457174,[],,,,['api'],0,0,,0,meridian amm,meridian-amm
Meridian Finance,MST,CDP,['Multi-Chain'],227480.9258469024,[],,,,['api'],0,0,,0,meridian finance,meridian-finance
Meridian Lend,-,Lending,['Multi-Chain'],327220.9764077345,[],,,,['api'],0,0,,0,meridian lend,meridian-lend
Meridian Swap,MST,Dexs,['Telos'],20604.28249839927,[],,,,['api'],0,0,,0,meridian swap,meridian-swap
Meridian Trade,MST,Derivatives,['Multi-Chain'],574.0414459093226,[],,,,['api'],0,0,,0,meridian trade,meridian-trade
Merit Circle,MC,Launchpad,['Ethereum'],0.0,[],,,,['api'],0,0,,0,merit circle,merit-circle
Merkl,ANGLE,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,merkl,merkl
Merkle Trade,MKL,Derivatives,['Aptos'],5027479.045160046,[],,,,['api'],0,0,,0,merkle trade,merkle-trade
Merlin,MERL,Yield,['Binance'],0.0,[],,,,['api'],0,0,,0,merlin,merlin
MerlinSwap,MP,Dexs,['Merlin'],27247340.37524397,[],,,,['api'],0,0,,0,merlinswap,merlinswap
Merlins Seal,-,Bridge,['Multi-Chain'],733696688.130384,[],,,,['api'],0,0,,0,merlins seal,merlins-seal
Mero,-,Yield,['Ethereum'],105572.45579997786,[],,,,['api'],0,0,,0,mero,mero
Mesher,DON,Lending,['Multi-Chain'],565915.5787500129,[],,,,['api'],0,0,,0,mesher,mesher
Meshswap,MESH,Dexs,['Polygon'],520111.3144092238,[],,,,['api'],0,0,,0,meshswap,meshswap
Meso Finance,MESO,Lending,['Aptos'],6246525.187574529,[],,,,['api'],0,0,,0,meso finance,meso-finance
Meso Finance Fantom Farm,fMESO,Yield,['Fantom'],103.46413807412796,[],,,,['api'],0,0,,0,meso finance fantom farm,meso-finance-fantom-farm
Meson,-,Cross Chain Bridge,['Multi-Chain'],2298249.9026700123,[],,,,['api'],0,0,,0,meson,meson
Messina Bridge,-,Cross Chain Bridge,['Multi-Chain'],4410065.047718787,[],,,,['api'],0,0,,0,messina bridge,messina-bridge
Messina Liquid Staking,-,Liquid Staking,['Algorand'],2481417.384254941,[],,,,['api'],0,0,,0,messina liquid staking,messina-liquid-staking
Meta Pool ETH,MPDAO,Liquid Staking,['Ethereum'],43835796.986727126,[],,,,['api'],0,0,,0,meta pool eth,meta-pool-eth
Meta Pool Near,MPDAO,Liquid Staking,['Multi-Chain'],91490580.00733772,[],,,,['api'],0,0,,0,meta pool near,meta-pool-near
Meta Pool mpSOL,-,Liquid Restaking,['Solana'],436802.4901872272,[],,,,['api'],0,0,,0,meta pool mpsol,meta-pool-mpsol
Meta Pool stIP,-,Liquid Staking,['Story'],11290482.415574802,[],,,,['api'],0,0,,0,meta pool stip,meta-pool-stip
MetaCoin Swap,-,Dexs,['Binance'],1371848.2109360136,[],,,,['api'],0,0,,0,metacoin swap,metacoin-swap
MetaCrono,METACRONO,Yield Aggregator,['Cronos'],127.81750519939324,[],,,,['api'],0,0,,0,metacrono,metacrono
MetaHub Finance,MEN,Farm,['Polygon'],1.8996352e-05,[],,,,['api'],0,0,,0,metahub finance,metahub-finance
MetaID,-,Staking Pool,['Kava'],0.5097842100000001,[],,,,['api'],0,0,,0,metaid,metaid
MetaLend,-,Lending,['Ronin'],94182.26742276644,[],,,,['api'],0,0,,0,metalend,metalend
MetaMask,-,Wallets,['nan'],0.0,[],,,,['api'],0,0,,0,metamask,
MetaReserve,POWER,Reserve Currency,['Binance'],0.0,[],,,,['api'],0,0,,0,metareserve,metareserve
MetaSwap,-,Dexs,['EOS EVM'],440.3473304768799,[],,,,['api'],0,0,,0,metaswap,metaswap
MetaTdex,TT,Dexs,['Multi-Chain'],13151.996508989492,[],,,,['api'],0,0,,0,metatdex,metatdex
Metal X,-,Gaming,['nan'],,[],,,,['api'],0,0,,0,metal x,metal-x
MetalSwap,XMT,Derivatives,['Multi-Chain'],259433.58507393717,[],,,,['api'],0,0,,0,metalswap,metalswap
MetalX Dex,-,Dexs,['Proton'],8059531.723913,[],,,,['api'],0,0,,0,metalx dex,metalx-dex
MetalX Lending,LOAN,Lending,['Proton'],40082203.02061227,[],,,,['api'],0,0,,0,metalx lending,metalx-lending
MetalX Swap,-,Dexs,['Proton'],16909800.256462,[],,,,['api'],0,0,,0,metalx swap,metalx-swap
Metaplex,MPLX,Launchpad,['nan'],,[],,,,['api'],0,0,,0,metaplex,metaplex
Metapoly,-,Lending,['Multi-Chain'],620.69795062888,[],,,,['api'],0,0,,0,metapoly,metapoly
Metars GO,MRS,NFT Marketplace,['nan'],,[],,,,['api'],0,0,,0,metars go,metars-go
Metastable,-,CDP,['Sui'],9850025.839183088,[],,,,['api'],0,0,,0,metastable,metastable
Metastrike,MTS,Gaming,['Binance'],0.0,[],,,,['api'],0,0,,0,metastrike,metastrike
Metavault AMM,MVX,Dexs,['nan'],,[],,,,['api'],0,0,,0,metavault amm,metavault-amm
Metavault AMM V2,MVX,Dexs,['Multi-Chain'],1108.9481204816168,[],,,,['api'],0,0,,0,metavault amm v2,metavault-amm-v2
Metavault Binary Options,-,Options,['Polygon'],10.11326967973,[],,,,['api'],0,0,,0,metavault binary options,metavault-binary-options
Metavault DAO,MVD,Services,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,metavault dao,metavault-dao
Metavault Derivatives V2,MVX,Derivatives,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,metavault derivatives v2,metavault-derivatives-v2
Metavault V3,MVX,Dexs,['Multi-Chain'],12592.709266941143,[],,,,['api'],0,0,,0,metavault v3,metavault-v3
Metavault.Trade,MVX,Derivatives,['Polygon'],0.0123506792660303,[],,,,['api'],0,0,,0,metavault.trade,metavault.trade
Metaversepro,META,Reserve Currency,['Binance'],0.0,[],,,,['api'],0,0,,0,metaversepro,metaversepro
Metavisor,-,Liquidity manager,['Multi-Chain'],3701.6146735868824,[],,,,['api'],0,0,,0,metavisor,metavisor
Meteora DAMM V1,-,Dexs,['Solana'],66683494.22839104,[],,,,['api'],0,0,,0,meteora damm v1,meteora-damm-v1
Meteora DAMM V2,-,Dexs,['nan'],,[],,,,['api'],0,0,,0,meteora damm v2,meteora-damm-v2
Meteora DLMM,-,Dexs,['Solana'],604895806.1954862,[],,,,['api'],0,0,,0,meteora dlmm,meteora-dlmm
Meteora Dynamic Bonding Curve,-,Launchpad,['nan'],27889.751242045277,[],,,,['api'],0,0,,0,meteora dynamic bonding curve,meteora-dynamic-bonding-curve
Meteora vaults,-,Yield Aggregator,['Solana'],132367181.1228244,[],,,,['api'],0,0,,0,meteora vaults,meteora-vaults
Meter Liquid Staking,-,Liquid Staking,['Meter'],551025.7143775024,[],,,,['api'],0,0,,0,meter liquid staking,meter-liquid-staking
Meter Passport,-,Bridge,['Multi-Chain'],1344889.3277059922,[],,,,['api'],0,0,,0,meter passport,meter-passport
Metera Protocol,METERA,Indexes,['Cardano'],33516.116029454104,[],,,,['api'],0,0,,0,metera protocol,metera-protocol
MethLab,-,Lending,['Mantle'],12767.029420401912,[],,,,['api'],0,0,,0,methlab,methlab
Metis,METIS,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0,metis,metis
Metis Bridge,METIS,Canonical Bridge,['Ethereum'],125872658.86556146,[],,,,['api'],0,0,,0,metis bridge,metis-bridge
Metrom,-,Farm,['nan'],,[],,,,['api'],0,0,,0,metrom,metrom
Metronome Synth,MET,Synthetics,['Multi-Chain'],30538233.893402513,[],,,,['api'],0,0,,0,metronome synth,metronome-synth
Metronome V1,MET,Yield,['Ethereum'],574991.5484261356,[],,,,['api'],0,0,,0,metronome v1,metronome-v1
Metropolis AMM,-,Dexs,['Sonic'],345138.35079848795,[],,,,['api'],0,0,,0,metropolis amm,metropolis-amm
Metropolis DLMM,-,Dexs,['Sonic'],574760.801418548,[],,,,['api'],0,0,,0,metropolis dlmm,metropolis-dlmm
MewFi,MEW,Dexs,['Ergo'],0.0,[],,,,['api'],0,0,,0,mewfi,mewfi
Mezo Network,-,Bridge,['Ethereum'],73721594.97801198,[],,,,['api'],0,0,,0,mezo network,mezo-network
MiaSwap,MIA,Dexs,['Onus'],312821.0361326979,[],,,,['api'],0,0,,0,miaswap,miaswap
Micro Credit Project,-,Uncollateralized Lending,['HAQQ'],10.995404999569,[],,,,['api'],0,0,,0,micro credit project,micro-credit-project
MicroSwap,-,Yield,['Cronos zkEVM'],4271.497724954133,[],,,,['api'],0,0,,0,microswap,microswap
Midas Capital,-,Lending,['Multi-Chain'],440008.6700133359,[],,,,['api'],0,0,,0,midas capital,midas-capital
Midas RWA,-,RWA,['Multi-Chain'],726320000.2611616,[],,,,['api'],0,0,,0,midas rwa,midas-rwa
MidasDAO,CROWN,Reserve Currency,['Avalanche'],0.0,[],,,,['api'],0,0,,0,midasdao,midasdao
Migrate.Fun,-,Interface,['nan'],,[],,,,['api'],0,0,,0,migrate.fun,migrate.fun
Milko Farm,MLK,Farm,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milko farm,milko-farm
Milkomeda MACC,-,CDP,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milkomeda macc,milkomeda-macc
Milkomeda-C1 Djed,-,Dual-Token Stablecoin,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milkomeda-c1 djed,milkomeda-c1-djed
Milky Cow,COW,Algo-Stables,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milky cow,milky-cow
MilkySwap,MILKY,Dexs,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milkyswap,milkyswap
MilkyWay Protocol,MILK,Liquid Staking,['Multi-Chain'],6174846.965677914,[],,,,['api'],0,0,,0,milkyway protocol,
MilkyWay Protocol Milkomeda,mWAY,Lending,['Milkomeda'],0.0214220880585866,[],,,,['api'],0,0,,0,milkyway protocol milkomeda,milkyway-protocol-milkomeda
Milkydex,MID,Dexs,['Milkomeda'],0.0,[],,,,['api'],0,0,,0,milkydex,milkydex
Milkyway Rollup Bridge,-,Canonical Bridge,['Initia'],2201.927757053818,[],,,,['api'],0,0,,0,milkyway rollup bridge,milkyway-rollup-bridge
Mimas Finance,MIMAS,Lending,['Cronos'],44185.70020081839,[],,,,['api'],0,0,,0,mimas finance,mimas-finance
Mimboku Aggregator,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,mimboku aggregator,mimboku-aggregator
Mimo V2,-,Dexs,['IoTeX'],7340437.732083288,[],,,,['api'],0,0,,0,mimo v2,mimo-v2
Mimo V3,-,Dexs,['IoTeX'],173397.55296081668,[],,,,['api'],0,0,,0,mimo v3,mimo-v3
MinMax Finance,MAX,Dexs,['IoTeX'],119167.4517068726,[],,,,['api'],0,0,,0,minmax finance,minmax-finance
Mind Network,FHE,AI Agents,['Multi-Chain'],205092.75195000265,[],,,,['api'],0,0,,0,mind network,mind-network
MineFi,-,Liquid Staking,['Filecoin'],3080019.54,[],,,,['api'],0,0,,0,minefi,minefi
Miner ERCX,MINER,Farm,['Multi-Chain'],31.929021696918173,[],,,,['api'],0,0,,0,miner ercx,miner-ercx
Miner PEPE,mPEPE,Ponzi,['Binance'],2.19664757466793,[],,,,['api'],0,0,,0,miner pepe,miner-pepe
MinerSwap,MSP,Dexs,['EthereumPoW'],0.1254940175907541,[],,,,['api'],0,0,,0,minerswap,minerswap
Mineral Vault,-,RWA,['Plume Mainnet'],2271245.608328276,[],,,,['api'],0,0,,0,mineral vault,mineral-vault
Minerva,MINE,Derivatives,['Optimism'],15125.333426457535,[],,,,['api'],0,0,,0,minerva,minerva
MiniPanther DAO,MP,Reserve Currency,['Fantom'],0.0,[],,,,['api'],0,0,,0,minipanther dao,minipanther-dao
MiniSwap,MINI,Dexs,['Ethereum'],147710.49702710344,[],,,,['api'],0,0,,0,miniswap,miniswap
MiniVerse Finance,MVDOLLAR,Algo-Stables,['Fantom'],0.0,[],,,,['api'],0,0,,0,miniverse finance,miniverse-finance
Minimax,-,Yield Aggregator,['Binance'],0.0,[],,,,['api'],0,0,,0,minimax,minimax
MiningTycoon,NT,Gaming,['Multi-Chain'],9628.0114,[],,,,['api'],0,0,,0,miningtycoon,miningtycoon
Minotaur Money,MINO,Reserve Currency,['Cronos'],0.0,[],,,,['api'],0,0,,0,minotaur money,minotaur-money
Minswap,MIN,Dexs,['Cardano'],53410229.17633685,[],,,,['api'],0,0,,0,minswap,minswap
Mint Bridge,-,Canonical Bridge,['Ethereum'],1502909.278012895,[],,,,['api'],0,0,,0,mint bridge,mint-bridge
Mint Club V1,MINT,Launchpad,['Binance'],0.0,[],,,,['api'],0,0,,0,mint club v1,mint-club-v1
Mint Club V2,MT,Launchpad,['Multi-Chain'],1693645.6774804543,[],,,,['api'],0,0,,0,mint club v2,mint-club-v2
Mint Park,-,NFT Marketplace,['nan'],,[],,,,['api'],0,0,,0,mint park,mint-park
MintSwap,MINT,Farm,['Avalanche'],2663.2307149822077,[],,,,['api'],0,0,,0,mintswap,mintswap
MintSwap Finance,-,Dexs,['Mint'],64300.610885099995,[],,,,['api'],0,0,,0,mintswap finance,mintswap-finance
Minterest,MINTY,Lending,['Multi-Chain'],802091.6725346112,[],,,,['api'],0,0,,0,minterest,minterest
Mintiq Market,-,NFT Marketplace,['nan'],,[],,,,['api'],0,0,,0,mintiq market,mintiq-market
Minto,BTCMT,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,minto,minto
Minu,MINU,Farm,['Binance'],66.51074693119968,[],,,,['api'],0,0,,0,minu,minu
Mira Protocol,-,Dexs,['Fuel'],3742302.817659863,[],,,,['api'],0,0,,0,mira protocol,mirage-protocol
Mirage Protocol,-,Derivatives,['Aptos'],843827.7669405348,[],,,,['api'],0,0,,0,mirage protocol,mirage-protocol
Mirai,MIRAI,Yield,['Polygon'],289.79340344820474,[],,,,['api'],0,0,,0,mirai,mirai
Mirakle Defi,Qiji,Derivatives,['Fuse'],11.295988270429902,[],,,,['api'],0,0,,0,mirakle defi,mirakle-defi
Mirror,MIR,Derivatives,['Terra'],0.0,[],,,,['api'],0,0,,0,mirror,mirror
MistSwap,MIST,Dexs,['smartBCH'],2133.917349679776,[],,,,['api'],0,0,,0,mistswap,mistswap
Mito Finance,-,Liquidity manager,['Injective'],1206813.4319043476,[],,,,['api'],0,0,,0,mito finance,mito-finance
Mitosis,-,Onchain Capital Allocator,['Multi-Chain'],26783822.39487604,[],,,,['api'],0,0,,0,mitosis,mitosis
MixSwap Finance,MXS,Farm,['Binance'],27.1085872690084,[],,,,['api'],0,0,,0,mixswap finance,mixswap-finance
Mjolnir Exchange,-,Derivatives,['Hemi'],49.08163637724745,[],,,,['api'],0,0,,0,mjolnir exchange,mjolnir-exchange
Moai V2,-,Dexs,['XRPL EVM'],468.5204760650837,[],,,,['api'],0,0,,0,moai v2,moai-v2
Moai V3,-,Dexs,['XRPL EVM'],39872.45998671771,[],,,,['api'],0,0,,0,moai v3,moai-v3
Moar Market,-,Leveraged Farming,['Aptos'],3483095.559502808,[],,,,['api'],0,0,,0,moar market,moar-market
Mobius Exchange,-,Dexs,['Mantle'],154420.85891660216,[],,,,['api'],0,0,,0,mobius exchange,mobius-exchange
Mobius Finance,MOT,Synthetics,['Polygon'],20426.601669966883,[],,,,['api'],0,0,,0,mobius finance,mobius-finance
Mobius Money,MOBI,Dexs,['Celo'],506063.4638696945,[],,,,['api'],0,0,,0,mobius money,mobius-money
MobiusDEX,MDEX,Dexs,['Sonic'],3110.7402619505137,[],,,,['api'],0,0,,0,mobiusdex,mobiusdex
Moby,-,Options,['Multi-Chain'],497876.8331586905,[],,,,['api'],0,0,,0,moby,moby
MobyDEX,MOBY,Dexs,['Op_Bnb'],615.1088814760966,[],,,,['api'],0,0,,0,mobydex,mobydex
Moca Network,MOCA,Chain,['nan'],,[],,,,['api'],0,0,,0,moca network,moca-network
MochiFi,MOCHI,Lending,['Ethereum'],561777.8640856291,[],,,,['api'],0,0,,0,mochifi,mochifi
MochiSwap,MOCHI,Dexs,['Multi-Chain'],126972.345955309,[],,,,['api'],0,0,,0,mochiswap,mochiswap
Mockingbird,MOCKINGBIRD,Farm,['Fantom'],533.0806715772877,[],,,,['api'],0,0,,0,mockingbird,mockingbird
Mode Bridge,MODE,Canonical Bridge,['Ethereum'],14276293.713393353,[],,,,['api'],0,0,,0,mode bridge,mode-bridge
ModeMax AMM,-,Dexs,['Mode'],375.2905808978749,[],,,,['api'],0,0,,0,modemax amm,modemax-amm
ModeMax Perps,-,Derivatives,['Mode'],1402.2141240791902,[],,,,['api'],0,0,,0,modemax perps,modemax-perps
ModeMax Perps V2,-,Derivatives,['Mode'],0.0,[],,,,['api'],0,0,,0,modemax perps v2,modemax-perps-v2
ModeSwap,MODE,Dexs,['Mode'],1983.878189957651,[],,,,['api'],0,0,,0,modeswap,modeswap
Modswap,-,Dexs,['Mode'],48.214472000000015,[],,,,['api'],0,0,,0,modswap,modswap
MojitoSwap,MJT,Dexs,['Kucoin'],676214.9448519567,[],,,,['api'],0,0,,0,mojitoswap,mojitoswap
Moki,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,moki,moki
Mole,MOLE,Yield,['Multi-Chain'],11834657.049589165,[],,,,['api'],0,0,,0,mole,mole
Molend,-,Lending,['Mode'],13363.72390205683,[],,,,['api'],0,0,,0,molend,molend
Molten V3,-,Dexs,['CORE'],10181641.489610704,[],,,,['api'],0,0,,0,molten v3,molten-v3
Molten V4,-,Dexs,['CORE'],4528814.21490023,[],,,,['api'],0,0,,0,molten v4,molten-v4
Momentum,-,Dexs,['Sui'],304003695.3206342,[],,,,['api'],0,0,,0,momentum,momentum
Momodrome,-,Dexs,['Morph'],9227.027044416467,[],,,,['api'],0,0,,0,momodrome,momodrome
MonarchPay,-,Payments,['Kava'],0.0,[],,,,['api'],0,0,,0,monarchpay,monarchpay
Mondrian Swap,MOND,Dexs,['Abstract'],6441.838741420216,[],,,,['api'],0,0,,0,mondrian swap,mondrian-swap
Money Mates,-,SoFi,['zkSync Era'],3402.4822127999996,[],,,,['api'],0,0,,0,money mates,money-mates
MoneyFi,-,Yield Aggregator,['Multi-Chain'],269211.6628868114,[],,,,['api'],0,0,,0,moneyfi,moneyfi
MoneyOnChain,MOC,Dual-Token Stablecoin,['RSK'],102871236.71145429,[],,,,['api'],0,0,,0,moneyonchain,moneyonchain
Moneyrain Finance,MONEYRAIN,Yield,['Fantom'],3720.2472057739255,[],,,,['api'],0,0,,0,moneyrain finance,moneyrain-finance
MonoLend,MLD,Lending,['Polygon'],7200.0450897576375,[],,,,['api'],0,0,,0,monolend,monolend
MonoSwap V2,-,Dexs,['Blast'],3071.562721913276,[],,,,['api'],0,0,,0,monoswap v2,monoswap-v2
MonoSwap V3,-,Dexs,['Blast'],148527.4379076703,[],,,,['api'],0,0,,0,monoswap v3,monoswap-v3
MonoX,MONO,Dexs,['Multi-Chain'],11416.981124246624,[],,,,['api'],0,0,,0,monox,monox
Monoceros,MCS,Yield,['Kava'],0.0,[],,,,['api'],0,0,,0,monoceros,monoceros
Monocerus,CERUS,Dexs,['Multi-Chain'],203.47474844545417,[],,,,['api'],0,0,,0,monocerus,monocerus
Monolith,moSOLID,Yield Aggregator,['Ethereum'],572.4290226593333,[],,,,['api'],0,0,,0,monolith,monolith
Monopoly Finance,DUO,Farm,['Arbitrum'],309.12278256591975,[],,,,['api'],0,0,,0,monopoly finance,monopoly-finance
Monroe Protocol,-,CDP,['Multi-Chain'],25004.67612587218,[],,,,['api'],0,0,,0,monroe protocol,monroe-protocol
Monster,MST,Gaming,['Fantom'],0.0,[],,,,['api'],0,0,,0,monster,monster
Moola Market,MOO,Lending,['Celo'],1779693.5810093,[],,,,['api'],0,0,,0,moola market,moola-market
Moon Flower Farmers,MFF,Yield,['Aurora'],0.0,[],,,,['api'],0,0,,0,moon flower farmers,moon-flower-farmers
Moon Swap,MOON,Dexs,['Conflux'],2051129.470005,[],,,,['api'],0,0,,0,moon swap,moon-swap
MoonBase,MOON,Dexs,['Base'],581.6792373219812,[],,,,['api'],0,0,,0,moonbase,moonbase
MoonDao,MD,Reserve Currency,['Moonriver'],76.75664735982886,[],,,,['api'],0,0,,0,moondao,moondao
MoonLift,MLTPX,Dexs,['Binance'],1399.3838477993156,[],,,,['api'],0,0,,0,moonlift,moonlift
MoonPie,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0,moonpie,moonpie
Moonbase Alpha,MROCK,Dexs,['Arbitrum'],7011.592090992983,[],,,,['api'],0,0,,0,moonbase alpha,moonbase-alpha
Moonbeam,GLMR,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0,moonbeam,moonbeam
Mooncake Finance,-,Lending,['Multi-Chain'],1380.486879502868,[],,,,['api'],0,0,,0,mooncake finance,mooncake-finance
Moonchain,-,Chain,['Arbitrum'],1799112.6887177704,[],,,,['api'],0,0,,0,moonchain,moonchain
Moonchain Swap,-,Dexs,['Moonchain'],6165.125755007019,[],,,,['api'],0,0,,0,moonchain swap,moonchain-swap
MooniSwap,-,Dexs,['Ethereum'],397179.7813151499,[],,,,['api'],0,0,,0,mooniswap,mooniswap
Moonlander,MLP,Derivatives,['Multi-Chain'],33502579.883095536,[],,,,['api'],0,0,,0,moonlander,moonlander
Moonpot,POTS,Yield,['Multi-Chain'],69998.41090675403,[],,,,['api'],0,0,,0,moonpot,moonpot
Moonshot Create,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0,moonshot create,moonshot-create
Moonswap,mSWAP,Dexs,['Moonriver'],81185.64586583886,[],,,,['api'],0,0,,0,moonswap,moonswap
Moonwell Apollo,MFAM,Lending,['Moonriver'],1038432.8067404012,[],,,,['api'],0,0,,0,moonwell apollo,moonwell-apollo
Moonwell Lending,WELL,Lending,['Multi-Chain'],177784276.2519989,[],,,,['api'],0,0,,0,moonwell lending,moonwell-lending
Moonwell Vaults,WELL,Onchain Capital Allocator,['Multi-Chain'],129796221.69407052,[],,,,['api'],0,0,,0,moonwell vaults,moonwell-vaults
Moose,-,Yield,['Solana'],0.1112001862649999,[],,,,['api'],0,0,,0,moose,moose
MorFi,-,Dexs,['Morph'],62830.48640421934,[],,,,['api'],0,0,,0,morfi,morfi
Moraswap V2,-,Dexs,['Neon'],18316.786237089193,[],,,,['api'],0,0,,0,moraswap v2,moraswap-v2
Moraswap V3,-,Dexs,['Neon'],6287.338134132031,[],,,,['api'],0,0,,0,moraswap v3,moraswap-v3
MoreMarkets.xyz,-,Yield,['Multi-Chain'],7757686.590368742,[],,,,['api'],0,0,,0,moremarkets.xyz,moremarkets.xyz
Moremoney,MORE,Lending,['Avalanche'],7582.271668346337,[],,,,['api'],0,0,,0,moremoney,moremoney
Moret,MOR,Options,['Polygon'],1078.55771217243,[],,,,['api'],0,0,,0,moret,moret
Mori Protocol,-,Dexs,['TomoChain'],6312.746847141178,[],,,,['api'],0,0,,0,mori protocol,mori-protocol
Moria Protocol,-,CDP,['Bitcoincash'],437257.9162055224,[],,,,['api'],0,0,,0,moria protocol,moria-protocol
Morkie,MORK,NFT Marketplace,['Polygon'],0.0,[],,,,['api'],0,0,,0,morkie,morkie
Morph Bridge,-,Bridge,['Ethereum'],34417615.56967001,[],,,,['api'],0,0,,0,morph bridge,morph-bridge
Morpheus Swap,PILLS,Dexs,['Fantom'],17809.5210546441,[],,,,['api'],0,0,,0,morpheus swap,morpheus-swap
MorpheusAI,MOR,AI Agents,['Ethereum'],43101130.67019949,[],,,,['api'],0,0,,0,morpheusai,morpheusai
Morphex V1 AMM,MPX,Dexs,['nan'],,[],,,,['api'],0,0,,0,morphex v1 amm,morphex-v1-amm
Morphex V1 Perps,MPX,Derivatives,['Fantom'],0.0001396752002068,[],,,,['api'],0,0,,0,morphex v1 perps,morphex-v1-perps
Morphex V2,MPX,Derivatives,['Multi-Chain'],28999.876913852968,[],,,,['api'],0,0,,0,morphex v2,morphex-v2
Morphex V2 AMM,MPX,Dexs,['nan'],,[],,,,['api'],0,0,,0,morphex v2 amm,morphex-v2-amm
Morpho Aave,MORPHO,Lending,['Ethereum'],413224.9318818023,[],,,,['api'],0,0,,0,morpho aave,
Morpho AaveV3,MORPHO,Lending,['Ethereum'],155220512.95096746,[],,,,['api'],0,0,,0,morpho aavev3,morpho-v0-aavev3
Morpho Blue,MORPHO,Lending,['Multi-Chain'],6965035582.777803,[],,,,['api'],0,0,,0,morpho blue,
Morpho Compound,MORPHO,Lending,['Ethereum'],69019.0489037284,[],,,,['api'],0,0,,0,morpho compound,
MortgageFi,-,Lending,['Multi-Chain'],1326637.5336251522,[],,,,['api'],0,0,,0,mortgagefi,mortgagefi
Mosaic AMM,-,Dexs,['Movement'],1765690.7581965092,[],,,,['api'],0,0,,0,mosaic amm,mosaic-amm
Mosaic Aggregator,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,mosaic aggregator,mosaic-aggregator
Mosquitos Finance,SUCKR,Yield,['Aptos'],0.0,[],,,,['api'],0,0,,0,mosquitos finance,mosquitos-finance
Moss Genomics,-,CeDeFi,['nan'],,[],,,,['api'],0,0,,0,moss genomics,moss-genomics
Moth Finance,MOTH,Algo-Stables,['Linea'],202150.661214747,[],,,,['api'],0,0,,0,moth finance,moth-finance
Mountain Protocol,USDM,RWA,['Multi-Chain'],1396533.393574365,[],,,,['api'],0,0,,0,mountain protocol,mountain-protocol
MoveFlow,-,Payments,['Multi-Chain'],6262.400291844326,[],,,,['api'],0,0,,0,moveflow,moveflow
MoveGPT,MGPT,Launchpad,['Aptos'],0.0,[],,,,['api'],0,0,,0,movegpt,movegpt
MovePosition,-,Lending,['Movement'],9770621.309390046,[],,,,['api'],0,0,,0,moveposition,moveposition
MovePump,SMOVE,Launchpad,['Aptos'],3480.8555103326,[],,,,['api'],0,0,,0,movepump,movepump
Movement,MOVE,Chain,['nan'],,[],,,,['api'],0,0,,0,movement,movement
Mover,MOVE,Yield,['Multi-Chain'],32630.875407145748,[],,,,['api'],0,0,,0,mover,mover
